LoanID,Age,Income,LoanAmount,CreditScore,MonthsEmployed,NumCreditLines,InterestRate,LoanTerm,DTIRatio,Education,EmploymentType,MaritalStatus,HasMortgage,HasDependents,LoanPurpose,HasCoSigner,Default
WD4O0KXTF4,34,25077,96193,724,59,4,15.9,60,0.41,PhD,Part-time,Married,Yes,Yes,Education,No,1
YSZ9NT0933,39,125707,171422,751,30,2,11.55,12,0.89,High School,Full-time,Divorced,No,Yes,Education,Yes,0
BX3KZFCJBV,65,146898,210527,458,56,3,6.42,48,0.74,High School,Full-time,Single,No,No,Education,Yes,0
JZQ75DTIZ6,54,136238,40478,402,80,1,22.24,24,0.2,PhD,Unemployed,Divorced,No,Yes,Other,No,0
N82HGI2YEV,32,138618,215115,800,79,3,8.27,12,0.79,High School,Unemployed,Married,Yes,Yes,Other,Yes,0
H9LHYEUGM3,52,31207,246321,809,83,2,6.66,60,0.24,Master's,Part-time,Married,No,No,Home,Yes,0
93PUQFP6UN,45,123041,186186,530,19,3,14.5,24,0.66,Master's,Self-employed,Single,No,No,Home,No,0
0NKVVWEE8D,24,92221,183867,649,85,2,2.5,12,0.15,Master's,Unemployed,Single,No,No,Home,No,0
NUYDPI2UKU,49,28661,211956,699,70,3,3.47,48,0.56,High School,Part-time,Single,No,No,Business,Yes,0
GSEGSDY0SV,28,29986,55431,436,66,1,3.12,48,0.77,High School,Self-employed,Married,No,Yes,Auto,No,0
3HOQCVU4ER,27,39737,151871,411,81,2,20.29,12,0.65,Master's,Full-time,Married,No,Yes,Auto,Yes,1
VUROK8MXFC,26,74081,88767,604,68,1,7.23,36,0.24,PhD,Self-employed,Divorced,Yes,No,Other,No,0
LX88XTVE0P,31,17134,230084,548,59,3,11.01,48,0.68,PhD,Part-time,Married,No,Yes,Auto,Yes,0
I2BGCH3442,30,118263,109233,403,19,1,8.56,24,0.32,High School,Part-time,Divorced,Yes,No,Other,Yes,1
DYJDZO241W,42,55884,37192,713,118,1,9.92,36,0.37,High School,Part-time,Single,No,Yes,Business,No,1
SU92D3UXFQ,19,80594,168072,333,97,2,3.32,24,0.43,PhD,Unemployed,Single,Yes,No,Home,Yes,1
0PLQNEX80R,52,68720,10367,329,2,4,10.41,36,0.72,High School,Part-time,Divorced,No,No,Other,No,1
CV5C60JW76,24,92671,217182,347,62,3,8.95,36,0.29,Master's,Part-time,Single,No,Yes,Home,No,0
LZ6RYQK6W5,38,28254,232812,735,4,2,12.65,60,0.78,PhD,Unemployed,Married,Yes,No,Auto,Yes,0
19N7HWN553,35,72426,54968,391,8,4,18.02,24,0.19,PhD,Unemployed,Divorced,No,No,Business,Yes,1
CIS1M4Q4DN,20,118332,211028,300,6,3,15.46,36,0.74,High School,Part-time,Single,No,No,Education,Yes,1
0P7ZTQ8PHN,59,30578,217255,618,50,2,5.44,24,0.41,High School,Part-time,Divorced,Yes,Yes,Auto,No,0
ORQSZJIL4D,56,83470,146671,717,42,4,11.88,48,0.67,Master's,Unemployed,Married,No,No,Other,No,0
04MTXEH91U,58,24896,136560,701,37,1,17.38,24,0.35,PhD,Full-time,Single,Yes,No,Other,Yes,0
U0NXSH9K9J,66,130412,201499,823,2,4,23.15,12,0.78,Bachelor's,Full-time,Divorced,Yes,No,Other,No,1
FUFZN4ZITF,28,32609,37974,539,84,3,4.45,12,0.81,Bachelor's,Self-employed,Divorced,Yes,Yes,Business,No,0
OZK75GQ062,56,45748,242173,627,115,3,10.42,12,0.57,PhD,Unemployed,Divorced,Yes,Yes,Home,No,0
YD3S0NAYCT,41,126847,202351,572,99,4,24.85,36,0.12,High School,Part-time,Married,No,No,Business,No,0
U4REPZUOSH,63,72462,157991,825,59,2,18.87,36,0.74,Bachelor's,Part-time,Married,Yes,No,Education,No,0
67K4E5J3QO,36,21029,217728,705,58,4,15.16,24,0.41,High School,Part-time,Married,Yes,Yes,Business,No,0
AUQSC9MMMV,21,130319,86836,440,34,2,16.65,48,0.82,Master's,Unemployed,Divorced,No,Yes,Auto,Yes,1
8W7YK6LMT2,43,78663,29736,379,3,3,10.73,24,0.17,High School,Part-time,Single,Yes,Yes,Home,Yes,1
SX0LHT00CA,55,118707,243643,806,39,1,16.71,60,0.34,Bachelor's,Unemployed,Divorced,No,Yes,Auto,No,0
7HN85MK16X,59,128478,144455,593,65,2,6.87,48,0.58,PhD,Full-time,Married,Yes,No,Education,No,0
IN9KYKH2VU,49,40921,194444,403,19,4,15.03,36,0.76,PhD,Part-time,Divorced,No,Yes,Auto,Yes,0
X507HBUSXL,56,25442,118892,300,7,4,22.63,60,0.67,Master's,Full-time,Married,No,No,Other,Yes,1
X9966T0VAJ,62,98378,244466,500,118,1,15.86,36,0.56,High School,Self-employed,Single,No,Yes,Other,Yes,0
9C59PV5WXA,63,47586,66085,842,46,3,7.37,24,0.53,Master's,Full-time,Divorced,No,Yes,Home,Yes,0
ESDFBLRJPZ,53,46916,243387,354,74,3,22.1,48,0.75,Master's,Full-time,Divorced,Yes,Yes,Home,No,0
7GKHAVZP52,57,69897,229129,559,50,4,13,12,0.32,Master's,Self-employed,Married,No,No,Home,Yes,0
5B2OV8B44L,54,140951,57734,390,52,2,6.47,48,0.54,Bachelor's,Part-time,Married,No,Yes,Auto,No,0
CXZBQVCQ0Y,50,121009,179735,530,9,4,19.7,36,0.74,Master's,Self-employed,Married,Yes,Yes,Education,Yes,0
SVDAK6GB6M,53,62169,62732,645,98,4,19.6,48,0.33,PhD,Part-time,Divorced,Yes,No,Auto,No,0
R8S0H84B7L,20,87973,76826,762,39,1,20.75,12,0.55,High School,Unemployed,Single,Yes,No,Business,Yes,0
P1V3CBZE2A,26,149585,15557,727,30,1,4.8,36,0.28,Master's,Unemployed,Single,No,No,Business,No,1
Y9BZ7GSQFE,25,139348,144678,389,6,1,12.86,36,0.24,Bachelor's,Self-employed,Single,Yes,No,Auto,Yes,0
R5TPLFMRND,50,138846,249184,486,56,4,16.13,12,0.38,High School,Unemployed,Single,No,Yes,Other,Yes,1
GGXQTNHG0D,23,41657,248802,507,72,2,10.68,36,0.14,Bachelor's,Self-employed,Single,Yes,No,Education,No,1
NBY6ORWN19,58,20276,220189,719,36,2,6.86,12,0.83,Bachelor's,Unemployed,Single,Yes,No,Home,Yes,0
LCS6DL0OEM,56,116690,152933,323,30,2,2.75,60,0.13,Bachelor's,Self-employed,Married,No,No,Auto,No,0
960QJZFCUJ,21,129298,199419,702,37,3,12.72,24,0.24,Master's,Full-time,Divorced,Yes,Yes,Business,Yes,0
MCIOBIVMNA,30,23340,153567,516,18,4,19.52,36,0.84,PhD,Self-employed,Married,No,Yes,Other,No,0
HXE1O5MXY8,66,50202,169786,709,24,4,23.77,48,0.77,PhD,Self-employed,Single,Yes,Yes,Education,No,0
S7ARKW2NAV,19,93088,204616,404,67,1,11.52,12,0.17,Bachelor's,Unemployed,Married,Yes,No,Education,No,0
DAL3OGX2J2,22,111977,196194,414,39,4,7.86,36,0.59,PhD,Unemployed,Divorced,Yes,Yes,Education,Yes,1
2DJX70YX3O,61,69097,183996,394,83,4,14.48,12,0.57,High School,Part-time,Single,Yes,No,Home,Yes,0
KVJBVZYSAL,44,32255,176486,771,41,1,16.49,36,0.14,High School,Self-employed,Divorced,No,Yes,Business,No,0
S1FBK1FP4R,49,24444,212351,401,16,4,18.66,36,0.78,PhD,Self-employed,Married,Yes,No,Home,No,0
4FSS5R7H9F,38,22225,27057,698,62,1,5.97,12,0.48,PhD,Part-time,Married,No,Yes,Other,No,0
0LBKRBG5K8,25,75734,109300,370,50,3,24.05,60,0.19,PhD,Full-time,Single,Yes,Yes,Other,No,0
LRYPM73A6Y,55,148851,219174,542,50,1,20.75,36,0.49,High School,Full-time,Married,Yes,No,Home,No,0
GRQ7CTBL5L,25,66626,93774,405,64,2,18.81,12,0.67,High School,Unemployed,Single,Yes,Yes,Education,Yes,1
JOIU45HQFQ,67,74325,115755,588,84,3,18.65,48,0.5,Bachelor's,Self-employed,Divorced,No,No,Home,Yes,0
BIRYGH95BK,20,128918,14678,463,72,1,18.15,60,0.71,Master's,Full-time,Divorced,No,No,Auto,No,1
DQCFHSZTQ5,61,140670,100088,389,115,1,10.49,36,0.26,Bachelor's,Unemployed,Single,No,Yes,Other,No,0
JPMYNVWXHU,20,47429,25721,612,94,2,10.34,60,0.81,Master's,Full-time,Divorced,No,Yes,Business,Yes,0
0H7SAJZFPY,39,51510,215253,451,15,1,7.21,48,0.28,Master's,Unemployed,Single,No,No,Education,Yes,0
P30GJ0AQ0N,23,36382,98906,405,89,1,22.11,60,0.37,Bachelor's,Part-time,Divorced,Yes,No,Education,No,1
FKXFQ7X4VW,19,18602,193423,804,97,4,21.97,60,0.78,PhD,Unemployed,Married,Yes,No,Home,Yes,0
7E5YMBS0MW,40,81925,40759,829,19,3,6.73,60,0.36,PhD,Full-time,Married,Yes,No,Business,No,0
KHZQQ9EZFE,61,30283,216334,434,28,1,6.46,48,0.61,Bachelor's,Unemployed,Divorced,No,No,Business,No,0
MYEVTSLVIC,19,87513,173861,749,64,3,2.38,12,0.74,Bachelor's,Part-time,Single,No,No,Home,Yes,0
IM6ECTEW3M,55,112653,194910,319,84,2,9.83,12,0.58,Master's,Part-time,Married,Yes,Yes,Auto,Yes,0
GVD7ARZW99,34,44710,112966,401,61,1,11.76,60,0.19,PhD,Unemployed,Divorced,No,No,Education,No,0
E86JE114IQ,52,138036,177462,446,30,4,22.53,60,0.13,Master's,Full-time,Single,No,No,Auto,Yes,0
DAE6CDX364,51,67629,97258,685,9,1,19.04,60,0.41,Master's,Unemployed,Married,No,Yes,Other,Yes,0
0M7E8JP1GQ,40,87684,34009,621,100,4,10.41,12,0.53,High School,Unemployed,Divorced,Yes,Yes,Business,Yes,0
W4YZE2MMRT,47,16424,122611,693,60,2,12.01,12,0.65,Bachelor's,Unemployed,Single,Yes,No,Home,Yes,0
ANL8ONDM9B,69,53303,77286,669,48,3,22.11,60,0.63,Master's,Full-time,Married,No,No,Education,No,0
3S4NKBIOFE,25,63841,57710,552,45,2,8.71,48,0.74,Bachelor's,Unemployed,Married,Yes,Yes,Home,Yes,1
X2Y77KI7ML,39,143899,119503,317,91,2,22.48,60,0.66,Master's,Part-time,Divorced,No,No,Education,Yes,1
9NYXE4HWLY,61,56070,29433,468,57,4,22.41,60,0.84,Master's,Full-time,Single,No,Yes,Home,Yes,0
XIE3C62ZRF,53,142577,73313,652,85,4,6.9,48,0.21,Master's,Part-time,Divorced,No,Yes,Business,No,0
YFX5QE7WI9,22,72442,120849,484,35,1,21.1,60,0.81,PhD,Unemployed,Married,No,No,Education,No,1
1GC5PMRZ98,30,116653,213912,308,102,1,9.6,60,0.73,Bachelor's,Unemployed,Married,No,No,Auto,Yes,0
YD499GKTC4,46,138235,34519,693,111,3,9.99,12,0.79,Bachelor's,Self-employed,Married,No,No,Home,No,0
VXYO5SA9OV,48,127571,59218,538,99,3,11.23,24,0.61,Bachelor's,Part-time,Married,Yes,No,Home,Yes,0
6BMZS867LV,64,142184,51253,831,55,1,22.52,60,0.86,High School,Full-time,Single,Yes,No,Business,Yes,0
2BEIH62UW6,33,27557,189261,663,33,3,15.41,36,0.44,High School,Full-time,Married,Yes,No,Home,No,0
U9R9P926QR,59,26593,73205,521,1,1,24.74,12,0.13,Bachelor's,Unemployed,Divorced,Yes,No,Auto,Yes,0
B7OTIWJ1A1,47,26635,143377,464,31,2,16.3,48,0.14,PhD,Full-time,Single,Yes,Yes,Home,Yes,0
19STZDUXWA,33,94737,206975,730,86,1,7.3,24,0.79,Bachelor's,Self-employed,Married,Yes,Yes,Auto,Yes,0
A5BYWFRJ5B,29,19475,223488,321,27,2,21.98,48,0.31,Bachelor's,Part-time,Single,Yes,Yes,Business,Yes,1
P0671UH22P,34,73145,175864,443,65,2,13.53,24,0.43,Bachelor's,Unemployed,Married,Yes,Yes,Business,No,0
PBJHNHYXY9,33,107902,70001,833,65,4,14.76,24,0.67,PhD,Full-time,Married,Yes,No,Education,No,0
CL35Y2VDO9,29,104796,148072,445,23,3,7.38,48,0.46,Bachelor's,Part-time,Divorced,No,Yes,Home,Yes,0
A2IDGOV8EV,25,59324,44299,696,45,4,17.36,12,0.81,PhD,Full-time,Divorced,Yes,Yes,Home,No,0
QUVHOHQFA3,37,128221,129256,374,98,1,11.17,60,0.86,PhD,Full-time,Married,No,No,Home,No,0
HI21ZU10HY,20,115619,41554,767,38,1,19.06,48,0.42,PhD,Self-employed,Single,Yes,Yes,Home,Yes,0
1ERAMJL2ZU,33,91101,163529,420,71,1,15.73,60,0.58,Bachelor's,Part-time,Single,No,No,Education,No,1
G4ZTN6HCGT,47,78875,64307,690,40,2,11.36,60,0.28,Bachelor's,Part-time,Single,No,Yes,Business,Yes,0
G23KJR23NO,62,113085,18163,483,63,2,12.44,48,0.86,Bachelor's,Part-time,Married,Yes,No,Business,Yes,0
FJZP45R3F4,40,130264,141151,494,12,1,20.26,60,0.18,High School,Full-time,Divorced,Yes,No,Education,No,0
OXRI0LM806,45,35201,25687,551,115,4,12.87,36,0.12,Bachelor's,Unemployed,Divorced,No,No,Other,Yes,0
TRDOZ5BQXM,68,82962,94279,724,116,4,11.2,12,0.6,Master's,Unemployed,Divorced,No,No,Business,Yes,0
3LSCVP2GBK,57,47069,78310,733,46,3,13.16,24,0.43,Bachelor's,Full-time,Single,No,Yes,Business,No,0
8RSRSLDDH0,22,81976,196023,625,83,3,13.6,36,0.78,PhD,Part-time,Married,No,No,Home,No,0
G53RPBS1GB,37,49296,62424,349,94,4,9.43,12,0.34,High School,Full-time,Single,Yes,Yes,Auto,Yes,0
IWCV1TAQCT,57,144991,19447,503,77,1,7.8,48,0.6,Master's,Unemployed,Single,No,Yes,Business,Yes,0
S0FMQZWG36,61,109542,20763,825,26,3,8.97,48,0.76,Bachelor's,Full-time,Single,No,Yes,Other,Yes,0
OXZS6MRNZ6,18,129366,59534,481,97,3,11.19,60,0.62,Master's,Part-time,Divorced,No,No,Other,No,0
X4ZMD74HE8,47,23887,67250,599,76,2,3.56,60,0.28,PhD,Self-employed,Single,No,Yes,Other,No,0
6EBKLF86EQ,38,67288,143921,491,53,4,21.83,24,0.21,Bachelor's,Part-time,Married,Yes,Yes,Business,Yes,0
HQX8S3XMW5,37,62121,6487,365,29,1,18.12,12,0.43,Bachelor's,Self-employed,Married,Yes,No,Business,Yes,1
V9R80OPYE5,23,114303,204853,729,22,1,20.66,48,0.84,Bachelor's,Full-time,Single,No,Yes,Auto,Yes,0
LJXPBTWAW8,39,59973,239424,303,67,1,11.36,48,0.85,PhD,Full-time,Divorced,Yes,No,Business,Yes,0
TS7UB8BT0P,35,93872,64901,848,103,2,21.39,36,0.35,Bachelor's,Self-employed,Married,Yes,Yes,Other,No,0
TDA5NEV1KO,25,93027,237553,463,55,1,9.71,60,0.62,Bachelor's,Unemployed,Married,No,No,Business,No,0
IHZO0PC7GD,56,122969,69346,522,114,4,7.95,12,0.38,PhD,Part-time,Married,No,No,Other,Yes,0
X77QL5D59W,49,92599,14526,572,44,4,8.52,24,0.69,High School,Part-time,Single,Yes,No,Auto,Yes,0
HDP3QGOOR8,50,90098,173574,695,55,4,4.18,36,0.82,Master's,Unemployed,Divorced,No,No,Home,No,0
4YRCXC5UMJ,33,17126,47354,307,94,2,15.41,36,0.53,PhD,Unemployed,Married,Yes,Yes,Auto,Yes,0
2GBPSP5QK0,29,20310,72101,778,114,1,13.21,60,0.59,PhD,Full-time,Divorced,Yes,No,Home,Yes,0
GARISE06LI,55,133323,148489,493,18,1,5.41,24,0.55,Bachelor's,Self-employed,Single,Yes,Yes,Auto,No,0
30FQOMR16U,69,55141,132564,348,37,2,8.34,60,0.15,High School,Self-employed,Single,No,Yes,Auto,No,0
JXUCDXSIHG,51,141840,161441,816,5,4,6.58,48,0.75,PhD,Part-time,Married,No,No,Other,No,0
U5VQA22J11,31,90056,25503,489,21,3,16.87,12,0.45,High School,Unemployed,Single,Yes,No,Business,No,0
RBF5RIEAQ4,53,143603,236730,683,12,4,12.34,36,0.7,High School,Part-time,Single,No,Yes,Business,No,0
F7PK7UTPL7,50,149458,239600,611,44,1,3.57,24,0.77,High School,Unemployed,Single,Yes,No,Home,Yes,0
MRO9NYKQXL,40,31974,14763,408,92,1,23.77,60,0.84,High School,Full-time,Divorced,No,No,Business,No,0
1V8G86ZVTQ,67,103458,145157,589,0,1,2.67,60,0.88,Master's,Self-employed,Single,Yes,Yes,Business,No,0
67GQA23BWH,62,57751,137119,355,66,4,10.06,36,0.71,Master's,Part-time,Divorced,Yes,No,Other,Yes,0
T9OD853K3N,19,30983,51526,669,9,1,15.09,48,0.81,Master's,Unemployed,Single,No,Yes,Home,Yes,0
LJOLHPP3OQ,58,88652,179809,844,77,4,5.72,12,0.36,Bachelor's,Self-employed,Married,Yes,No,Auto,Yes,0
KBKE0WXARL,38,117417,43253,561,78,4,12.88,36,0.4,Bachelor's,Self-employed,Married,No,Yes,Home,Yes,0
D2CDNX50YK,19,143539,150392,514,61,2,15.01,36,0.44,Master's,Unemployed,Divorced,Yes,Yes,Auto,Yes,0
HZ8JP8NLWU,44,121281,86948,740,90,4,8.37,12,0.44,PhD,Self-employed,Single,No,No,Business,No,0
A3MVHVJ7XZ,26,18071,240455,521,111,3,16,12,0.86,PhD,Part-time,Single,Yes,Yes,Education,Yes,1
XDETSA0INB,18,133668,43739,430,91,4,5.49,36,0.13,High School,Part-time,Single,Yes,Yes,Home,No,0
D49XOVSKAF,28,71529,238020,842,16,4,12.93,24,0.6,Bachelor's,Part-time,Divorced,No,No,Auto,No,0
5C2XER61ZL,20,94389,213790,595,21,4,10.07,48,0.21,Master's,Part-time,Married,Yes,Yes,Other,No,1
KJRQGPHOJX,69,30694,176138,781,55,3,3.44,48,0.37,Master's,Full-time,Married,Yes,Yes,Auto,Yes,0
NE9CMKIH8F,40,106191,79818,767,111,1,3.47,36,0.88,High School,Unemployed,Married,No,No,Auto,No,0
8CM7XE9FFK,43,139277,173764,383,49,3,3.74,24,0.12,High School,Full-time,Divorced,No,No,Business,No,0
YPGEIPB3KJ,21,85699,66542,524,86,4,3.23,48,0.74,Master's,Part-time,Single,No,Yes,Other,No,0
0UT8VQ4WG0,35,78323,91337,482,49,2,3.3,60,0.63,Bachelor's,Part-time,Married,No,No,Other,Yes,0
15WGSV84RC,23,16210,173954,327,78,1,22.51,60,0.81,High School,Part-time,Divorced,No,No,Other,No,1
B1EXPZYSTY,52,120138,172469,349,14,1,14.02,60,0.63,Master's,Part-time,Divorced,Yes,No,Other,Yes,0
UCHHBO6VCJ,39,112878,44313,605,95,4,7.55,36,0.47,Master's,Part-time,Married,No,Yes,Auto,No,0
IOJJ6WXIFL,60,57930,235987,692,53,1,19.4,60,0.42,Master's,Self-employed,Divorced,Yes,Yes,Business,No,0
WKTT4XJOPV,32,57995,169547,465,33,2,9.14,48,0.25,High School,Full-time,Married,Yes,No,Auto,Yes,0
704WSFBRPE,39,18826,31931,390,54,4,24.63,36,0.51,High School,Part-time,Single,No,Yes,Home,No,0
T6NLWEBOSZ,54,77814,22945,383,24,3,18.41,48,0.72,High School,Unemployed,Divorced,No,Yes,Auto,Yes,0
FTMDHNMPMH,69,147961,171740,586,63,3,24.36,60,0.75,PhD,Unemployed,Single,No,No,Auto,Yes,0
CD7HKQK6EA,59,94331,155675,662,112,3,2.36,36,0.38,Bachelor's,Self-employed,Single,No,No,Home,Yes,0
928FGBHZMZ,29,18264,11281,829,80,2,19.2,36,0.61,PhD,Full-time,Single,Yes,No,Education,Yes,0
BOTBYJOV1A,64,18585,85337,319,12,2,23.88,60,0.51,Bachelor's,Self-employed,Single,Yes,No,Auto,Yes,0
Y80T169Z73,66,74042,81396,760,112,3,18.06,12,0.21,Master's,Unemployed,Single,No,Yes,Education,No,0
EUVG1E52I2,59,50505,99756,445,74,2,20.47,60,0.89,Bachelor's,Unemployed,Single,No,Yes,Business,No,0
869PBAEBYB,55,80074,232530,659,48,1,17.58,48,0.64,High School,Full-time,Married,No,No,Education,Yes,0
BFJN90EU05,35,110173,111551,744,7,3,22.36,48,0.66,Bachelor's,Full-time,Married,No,Yes,Education,Yes,0
U856KZNS6O,62,71572,229859,727,96,2,23.28,60,0.44,Master's,Unemployed,Divorced,No,Yes,Other,No,0
0406FJOEAO,52,82363,198774,696,50,4,22.76,12,0.45,High School,Full-time,Single,Yes,No,Home,No,0
0FPIPZSNKM,47,74906,79587,339,16,2,14.14,12,0.68,High School,Part-time,Single,No,No,Other,Yes,0
RNV9MY975Q,41,68322,176648,426,57,3,18.59,60,0.15,High School,Part-time,Married,Yes,Yes,Auto,No,0
96NVJX2Z46,59,57039,209943,729,72,1,18.44,24,0.6,Bachelor's,Unemployed,Single,No,No,Other,No,0
S6ZQQK5QFG,47,142016,238394,485,41,1,8.41,12,0.55,Bachelor's,Self-employed,Married,No,No,Auto,Yes,0
H4BW8EA8ON,31,28566,79518,832,14,3,8.98,12,0.66,PhD,Self-employed,Divorced,Yes,No,Auto,No,0
ROLO7H932E,23,85296,123465,306,80,1,17.61,24,0.24,Master's,Part-time,Married,Yes,No,Education,Yes,0
ANW5YAU7NJ,20,107830,100085,801,63,4,21.94,60,0.61,Bachelor's,Part-time,Divorced,Yes,Yes,Other,No,0
KB5A8MH0NO,33,100575,236885,673,100,3,2.52,24,0.33,Master's,Unemployed,Married,Yes,Yes,Education,Yes,0
GHY23QYB14,24,111929,247079,490,57,3,24.81,36,0.61,Master's,Full-time,Single,No,Yes,Home,No,0
1GPJKQJWKL,69,89213,148301,753,50,3,18.23,12,0.24,Bachelor's,Unemployed,Single,No,Yes,Home,Yes,0
T20J6JWBS0,31,16884,13221,412,77,3,10.65,48,0.16,High School,Part-time,Married,Yes,No,Education,No,0
Z8ECIVWIS1,26,38633,197880,695,63,4,23.56,12,0.27,High School,Self-employed,Married,Yes,No,Education,No,1
DRTISQ5DO7,32,130352,97683,425,116,1,17.85,24,0.68,High School,Part-time,Divorced,Yes,Yes,Auto,No,0
05A6QX2FVW,38,147809,238088,671,37,2,24.34,24,0.48,High School,Full-time,Married,Yes,Yes,Business,Yes,0
6WEGBIJ1YD,52,21595,206262,749,16,3,11.66,24,0.67,High School,Unemployed,Married,No,No,Other,No,1
SYKQHV9E1B,19,104989,129246,350,13,3,10.41,60,0.58,Master's,Self-employed,Married,No,Yes,Auto,Yes,0
N44WZVE2KP,44,129019,66302,458,66,4,4.66,60,0.81,High School,Part-time,Married,No,Yes,Home,Yes,0
B72BQG2T0I,19,29594,231554,834,51,1,5.76,24,0.51,High School,Part-time,Single,Yes,Yes,Education,Yes,0
0VPP3UKFSK,52,136488,98328,491,108,2,11.71,60,0.21,Master's,Self-employed,Divorced,Yes,Yes,Home,Yes,0
YR99OEH5ED,35,36028,180956,597,39,4,9.51,24,0.23,Master's,Part-time,Single,Yes,No,Home,Yes,0
XFP7L432W4,31,43598,54449,450,91,4,6.36,36,0.35,PhD,Unemployed,Divorced,Yes,Yes,Other,No,0
5APZG5W1DF,37,86280,183627,535,81,1,18.85,12,0.15,High School,Full-time,Single,No,Yes,Education,Yes,0
Y34AAKMB13,35,19979,33561,381,42,2,4.57,36,0.61,PhD,Full-time,Single,No,No,Education,Yes,0
W0ZK6WO0DE,27,54654,101075,794,89,3,22.21,12,0.64,Bachelor's,Full-time,Single,Yes,No,Business,Yes,0
K550DMFHHS,42,40731,63347,727,33,2,11.14,48,0.14,PhD,Unemployed,Married,Yes,No,Education,Yes,0
FNLK1H5HHZ,19,36068,118650,438,69,1,11.48,48,0.22,PhD,Part-time,Single,No,No,Other,No,0
16A3GPG018,42,123250,165442,426,24,1,2.12,24,0.56,High School,Part-time,Divorced,No,No,Auto,Yes,0
K6T4JFMM8V,50,26859,211829,610,29,3,24.53,36,0.83,Bachelor's,Unemployed,Divorced,Yes,Yes,Auto,Yes,0
XB7UHB0J35,53,141491,123098,527,3,4,8.26,12,0.71,Master's,Part-time,Married,Yes,No,Auto,No,0
9PEVXMKHX7,48,18690,168867,382,58,1,21.52,60,0.13,Master's,Part-time,Divorced,Yes,Yes,Education,Yes,0
7CAEK5NB3P,31,83071,170012,517,55,2,7.65,24,0.52,Bachelor's,Self-employed,Divorced,Yes,No,Business,Yes,0
8TAMK8RRUZ,18,139768,182537,520,50,2,20.04,36,0.74,PhD,Self-employed,Single,No,No,Other,Yes,0
LSJ08ZK8QR,63,71111,118470,348,8,2,8.08,60,0.78,Master's,Unemployed,Divorced,No,No,Auto,Yes,0
164T5RRDBL,33,136510,24172,384,70,2,21.26,60,0.12,High School,Full-time,Married,No,No,Education,Yes,0
MGX3JP975T,63,80321,167295,595,82,4,16.83,12,0.58,Master's,Self-employed,Divorced,Yes,Yes,Home,Yes,0
X92OR98LJE,69,127572,154618,845,79,1,21.07,24,0.85,Bachelor's,Unemployed,Divorced,Yes,Yes,Business,No,0
U7OC550CJC,20,111957,60524,613,23,3,11.11,12,0.14,Master's,Unemployed,Divorced,Yes,No,Home,Yes,0
68OK88042I,52,117166,99606,715,60,4,23.29,60,0.37,Bachelor's,Part-time,Married,Yes,No,Auto,Yes,0
ZXTMTJZM9G,58,28001,108626,357,17,1,7.14,60,0.89,Bachelor's,Part-time,Divorced,No,Yes,Business,No,0
4SN5CE7GRQ,23,119453,65770,627,3,4,7.51,24,0.85,High School,Unemployed,Single,Yes,Yes,Auto,No,0
J1IATKL9DI,42,141085,11189,751,3,1,21.94,48,0.39,High School,Full-time,Divorced,No,No,Auto,No,0
2DUJC31ONX,30,108442,28923,843,34,3,7.51,48,0.49,PhD,Unemployed,Single,No,No,Other,Yes,0
54V6N0B1E2,51,86542,104399,367,28,4,24.83,48,0.33,Master's,Full-time,Single,Yes,Yes,Other,Yes,0
O44G7WQC1M,25,54539,61137,417,50,2,18.71,60,0.74,PhD,Full-time,Divorced,No,No,Home,No,0
TRY6C3NXZJ,38,62863,77456,549,114,3,5.35,12,0.23,Master's,Part-time,Divorced,No,Yes,Home,No,0
SNSG5GQ01D,51,134859,191449,657,81,2,24.05,60,0.58,High School,Part-time,Divorced,No,Yes,Other,No,0
FIY4AC6Y9A,21,35398,106874,817,109,4,18.83,12,0.25,Bachelor's,Self-employed,Married,No,No,Other,No,0
3KUI4AL62B,42,48844,56700,480,70,2,2.5,24,0.46,Bachelor's,Unemployed,Single,No,No,Other,Yes,0
WHWTOTSX7H,32,121901,225460,627,96,4,9.61,12,0.5,PhD,Unemployed,Single,No,Yes,Business,No,0
SOFBZDQ037,21,21711,174472,367,0,4,14.32,48,0.44,Bachelor's,Self-employed,Divorced,Yes,No,Education,Yes,1
ANEDG0YNWS,62,32826,135899,728,110,4,6.73,48,0.2,PhD,Full-time,Divorced,No,No,Business,No,0
PRNEWPVTTK,29,17821,26804,574,40,1,2.14,60,0.38,Master's,Full-time,Married,No,No,Home,No,0
0NO6YY2RPM,49,35481,78406,468,40,3,12.56,60,0.23,Bachelor's,Full-time,Single,No,Yes,Other,Yes,0
EV5L33FIC9,49,141483,217278,811,29,3,16.64,60,0.57,Bachelor's,Unemployed,Single,No,Yes,Business,No,0
WAZ3NGX2NA,45,67495,26313,318,10,1,11.29,60,0.7,High School,Unemployed,Married,No,No,Education,No,0
M2NGH49KU0,30,66395,48561,498,117,4,10.54,60,0.42,Master's,Part-time,Single,Yes,Yes,Home,No,0
QD05DU7POG,48,46561,60216,738,71,3,11.03,12,0.17,Bachelor's,Full-time,Married,No,No,Other,Yes,0
RRSH7J2Q8I,31,123239,224982,575,50,3,11.49,60,0.54,PhD,Full-time,Married,No,No,Education,No,0
90VLF51E6E,37,19842,162340,422,95,3,2.33,60,0.81,High School,Self-employed,Single,Yes,Yes,Business,Yes,0
